,序号,标题,最后更新,emotion_sentiment,stock,separated
4617,257,警告:散户远离,2021年8月30日,0,688001,警告 散户 远离
4618,6106,还有人在买，让他自由落地，等待公司信息再买入也不迟啊！,2019年12月16日,2,688001,买 自由 落地 等待 公司 信息 买入 迟
4619,12858,我的交易软件为啥不显示科创板新股申购？？？,2019年6月27日,0,688001,交易 软件 为啥 显示 科创板 新股申购
4620,7556,曰日跌，忍到忍无可忍，割了。,2019年11月6日,0,688001,曰 日 跌 忍 忍无可忍 割
4621,2089,感觉大癌股踏马的没治了,2020年9月22日,0,688001,感觉 大癌 股踏马 没治了
4622,12314,据报道预计华兴源创7月15日前上市,2019年6月28日,2,688001,报道 预计 月 日前 上市
4623,12631,2701 15还是晒一晒吧听说这样可以几率大一点，大表哥谢谢先！,2019年6月27日,2,688001,晒 一晒 听说 几率 一点 大表哥 谢谢 先
4624,8130,只要拉，人气就会上来[大笑],2019年9月24日,2,688001,拉 人气 会 上来 大笑
4625,757,[惊吓][惊吓][惊吓],2021年6月7日,0,688001,惊吓 惊吓 惊吓
4626,6427,不要被高价收购蒙蔽了眼，股价不值这个钱的，以后还等着商誉减值吧,2019年12月11日,0,688001,不要 高价 收购 蒙蔽 眼 股价 不值 钱 以后 商誉 减值
4627,2052,激励落地，面板检测隐形冠军将迎利润释放期,2020年9月22日,2,688001,激励 落地 面板 检测 隐形 冠军 迎 利润 释放 期
4628,5221,华兴源创：融资净买入726.04万元，融资余额1.16亿元（02-04）,2020年2月5日,2,688001,融资 净 买入 万元 融资 余额 亿元
4629,8485,安吉科技好猛,2019年9月3日,2,688001,安吉 科技 猛
4630,11836,看了科创板其他股票的资料，688001华兴是其中最好的一只。,2019年7月4日,2,688001,科 创板 股票 资料 华兴 最好 一只
4631,9193,这个股票感觉没有什么科技含量,2019年8月12日,0,688001,股票 感觉 没有 科技含量
4632,5306,明天一字跌停,2020年1月21日,2,688001,明天 一字 跌停
4633,10928,机构能融券，就吊着不动最牛13,2019年7月23日,0,688001,机构 融券 吊 不动 最牛
4634,11767,综观史上各板头号“长子”股都是大牛长牛特牛,2019年7月7日,0,688001,综观 史上 各板 头号 长子 都 大牛长 牛特牛
4635,3919,第一上升目标位置,2020年5月6日,2,688001,第一 上升 目标 位置
4636,5854,还不如300567,2019年12月25日,0,688001,
4637,4714,一骑绝尘，拾桥的仓惶出逃了,2020年3月1日,2,688001,一骑 绝尘 拾桥 仓惶 出逃
4638,7240,机构可以做空融券，我们小散融不到券的！[俏皮],2019年11月21日,2,688001,机构 做空 融券 小散融 不到 券 俏皮
4639,5762,艹她妈的！好不容易打下来，让小人给偷了！,2019年12月30日,0,688001,艹 妈 好不容易 打 下来 小人 偷
4640,1350,亏的我心痛了,2021年1月12日,0,688001,亏 心痛
4641,1135,华兴源创(688001)融资融券信息(03-01),2021年3月2日,2,688001,融资 融券 信息
4642,11182,001雄起,2019年7月22日,2,688001,雄起
4643,11666,7月22日，25只新股一起在科创板上市,2019年7月14日,0,688001,月 日 新股 一起 科 创板 上市
4644,12282,我中一签[大笑][大笑][大笑][大笑][大笑][大笑],2019年6月28日,2,688001,中 一签 大笑 大笑 大笑 大笑 大笑 大笑
4645,7304,这票什么时候能破发,2019年11月15日,0,688001,这票 时候 能破发
4646,2568,看看今天最后半小时表演不？,2020年7月15日,0,688001,看看 今天 最后 半小时 表演
4647,10295,这个价格将成为历史，抓住机遇，,2019年7月31日,2,688001,价格 成为 历史 抓住机遇
4648,7815,华兴源创(688001)融资融券信息(10-18),2019年10月19日,2,688001,融资 融券 信息
4649,1862,怎么不跌停，那你就不是人了！,2020年11月2日,0,688001,跌停
4650,9384,晶晨股份业绩不如你比你贵了一倍！！！,2019年8月9日,0,688001,业绩 贵 一倍
4651,4151,华兴源创收到科创板首单重组问询函,2020年4月10日,0,688001,收到 科创板 首单 重组 问询 函
4652,8192,认亏出局，这垃圾不是芯片，集成电路，oled，5g板块的，真的太垃圾了。,2019年9月20日,0,688001,认亏 出局 垃圾 芯片 集成电路 板块 真的 太 垃圾
4653,12319,2314中了，中了，恭喜。,2019年6月28日,2,688001,中 中 恭喜
4654,3403,688001:华兴源创:中水致远资产评估有限公司《关于苏州华兴源创科技股份有限公司发行股份购买资产并募集配套资金审核意见的回复》资产评估相关问题核查意见,2020年6月3日,0,688001,中 水 致远 资产 评估 有限公司 苏州 科技股份 有限公司 发行 股份 购买 资产 募集 配套 资金 审核 意见 回复 资产 评估 相关 问题 核查 意见
4655,9326,买沃尔德！拥护在以沃尔德为核心的科创板周围,2019年8月9日,2,688001,买 拥护 核心 科 创板 周围
4656,4401,科创板最臭的死垃圾股,2020年3月19日,0,688001,科创板 臭 死 垃圾股
4657,13290,科创板渐行渐近 公募基金密集调研申报企业,2019年6月19日,2,688001,科创板 渐行 渐近 公募 基金 密集 调研 申报 企业
4658,5682,华兴源创：融资净买入741.17万元，融资余额1.19亿元（01-06）,2020年1月7日,2,688001,融资 净 买入 万元 融资 余额 亿元
4659,5940,今天会到45左右,2019年12月20日,2,688001,今天 会到 左右
4660,9784,华兴源创：融资净偿还156.42万元，融资余额6480.27万元（08-05）,2019年8月6日,2,688001,融资 净 偿还 万元 融资 余额 万元
4661,7878,科创新票什么情况天天跌,2019年10月16日,0,688001,科 创新 票 情况 天天 跌
4662,3156,科创板第一怂股[傲],2020年6月16日,0,688001,科创板 第一 怂股 傲
4663,13212,定了！科创板第一股诞生，有几大看点？如何购买？一文读懂！,2019年6月20日,0,688001,定 科创板 第一股 诞生 几大 看点 购买 一文 读懂
4664,6371,强者恒强的票有你喜欢的吗？,2019年12月11日,2,688001,强者 恒强 票 喜欢
4665,591,华兴源创：连续4日融资净偿还累计1052.61万元（07-21）,2021年7月22日,2,688001,连续 日 融资 净 偿还 累计 万元
4666,6323,一群垃圾资金啊！不知道争做龙头么？宝鼎，中鼎涨多少？遇到没格局的，拼命出货？,2019年12月12日,0,688001,一群 垃圾 资金 知道 争做 龙头 宝鼎 中鼎涨 遇到 没 格局 拼命 出货
4667,1027,止跌企稳,2021年3月18日,2,688001,止跌企稳
4668,4958,这样的走势很好，后期依旧看涨,2020年2月19日,2,688001,走势 后期 依旧 看涨
4669,12033,科创板战略配售基金配售了多少股,2019年7月1日,0,688001,科创板 战略 配售 基金 配售
4670,135,688001:华兴源创:关于向激励对象授予预留部分限制性股票的更正公告,2021年9月17日,2,688001,激励 对象 授予 预留 部分 限制性 股票 更正 公告
4671,3644,科创第一股,2020年5月25日,2,688001,科创 第一股
4672,3411,匹夫，46都站不住，还扯什么50，痴人说梦,2020年6月3日,0,688001,匹夫 都 站不住 扯 痴人说梦
4673,12550,11.08.53申购，希望中签,2019年6月28日,2,688001,申购 希望 中签
4674,8654,被遗弃的板块,2019年8月28日,0,688001,被遗弃 板块
4675,8871,科创板“激情”一月：整体涨了171%换手率15倍于A股平均值多空博弈更均衡,2019年8月21日,2,688001,科创板 激情 一月 整体 涨 换手率 倍 股 平均值 多空 博弈 更 均衡
4676,7691,可以买了，15家机构关注着,2019年10月30日,2,688001,买 家 机构 关注
4677,10811,吃肉,2019年7月24日,2,688001,吃 肉
4678,6289,缩量的原因，昨天主力筹码未动，今天接着借趋势收集筹码，目前为止主力净流入小100,2019年12月12日,2,688001,缩量 原因 昨天 主力 筹码 未 动 今天 趋势 收集 筹码 目前为止 主力 净流入
4679,6013,抢安恒信息,2019年12月18日,2,688001,抢
4680,520,买点试试,2021年7月24日,2,688001,买点 试试
4681,6149,涨俩天全是看多的，掉俩天全是看空的，这就是股市。,2019年12月13日,0,688001,涨俩 天全 看多 掉 俩 天全 看空 股市
4682,7418,华兴源创：融资净偿还55.24万元，融资余额5598.25万元（11-11）,2019年11月12日,2,688001,融资 净 偿还 万元 融资 余额 万元
4683,5784,仙人指路，后期大涨,2019年12月27日,2,688001,仙人指路 后期 大涨
4684,8775,华源兴创中华振兴始于科创板赶紧的,2019年8月23日,2,688001,华源 兴创 中华 振兴 始于 科创板 赶紧
4685,6762,听说要到100元,2019年12月10日,0,688001,听说 元
4686,8727,马上恐怖下杀,2019年8月26日,2,688001,马上 恐怖 杀
4687,11029,机构就是搞笑拼命发研报叫别人买入自己第一天就跑路！这样的股市能好吗,2019年7月23日,0,688001,机构 搞笑 拼命 发研报 买入 自己 第一天 跑路 股市
4688,9922,多明显的洗盘吸筹弄不好后面有大动作，,2019年8月2日,0,688001,明显 洗盘 吸筹 弄不好 后面 有大 动作
4689,1273,制造业大神袁航来高能来袭,2021年1月22日,2,688001,制造业 大神 袁航来 高能 来袭
4690,10320,大股东低位都在增持。，,2019年7月31日,0,688001,股东 低位 都 增持
4691,3602,你看看别人家是怎么重组成功的，再看看哈高科你，，，我不笑，，，,2020年5月26日,0,688001,看看 家 重组 成功 看看 哈高科 笑
4692,1928,华兴源创：主力资金净流出75.24万，净占比-2.68%（10-26）,2020年10月26日,2,688001,主力 资金 净 流出 万 净 占
4693,11049,先买200股试试手气。,2019年7月23日,2,688001,先买 试试 手气
4694,3864,华兴源创，想牛?,2020年5月7日,0,688001,想 牛
4695,6717,天下没有不宴席.海浪退去后才知他们在裸奔,2019年12月10日,0,688001,天下 没有 宴席 海浪 退去 知 裸奔
4696,7088,据群智咨询统计，2019年上半年，全球智能手机面板出货量下滑5.2%，OLED手,2019年12月5日,2,688001,群智 咨询 统计 年 上半年 全球 智能手机 面板 出货量 下滑 手
4697,1416,华兴源创(688001)融资融券信息(12-31),2021年1月1日,2,688001,融资 融券 信息
4698,6305,是空中加油，还是就此息菜？大家都来说下，看谁准？,2019年12月12日,0,688001,空中加油 就此 息菜 大家 都 准
4699,2562,怎么会这样！？,2020年7月15日,0,688001,会
4700,12350,2947喜中科创板第一股,2019年6月28日,2,688001,喜 中科 创板 第一股
4701,1157,继续看空，估值8元,2021年2月22日,0,688001,继续 看空 估值 元
4702,12243,上108或118，再高不合适,2019年6月29日,0,688001,高 合适
4703,10148,我的妈在楼下不敢大叫我的妈呀！,2019年8月1日,0,688001,妈 楼下 不敢 大叫 妈呀
4704,5487,中华复兴，源于科创，688001坚持不懈,2020年1月17日,2,688001,中华 复兴 源于 科创 坚持不懈
4705,7616,半个月来10次买入华兴源创,2019年11月4日,2,688001,半个 月 次 买入
4706,10283,今天卖出的可能会后悔,2019年7月31日,0,688001,今天 卖出 可能 会 后悔
4707,4104,大盘涨～华兴我就不涨，大盘跌，华兴我赶紧跌，大盘不涨不跌，华兴我为了出风头我跌下,2020年4月15日,0,688001,大盘 涨 华兴 不涨 大盘 跌 华兴 赶紧 跌 大盘 不涨 跌 华兴 出风头 跌
4708,4934,科技要暂时熄火了38见，,2020年2月20日,0,688001,科技 暂时 熄火 见
4709,10956,等科创板跌到三块钱的时候，搞得1000股玩玩[大笑][大笑][大笑],2019年7月23日,0,688001,等科 创板 跌 三块 钱 时候 搞 玩玩 大笑 大笑 大笑
4710,8434,他呵呵呵呵呵,2019年9月5日,2,688001,
4711,6271,这个成交量不像洗一下,2019年12月12日,0,688001,成交量 不像 洗 一下
4712,8512,这个时候还在卖的是不讲zz[想一下],2019年9月2日,1,688001,时候 卖 讲 想 一下
4713,12136,我没中,2019年6月30日,0,688001,没 中
4714,9737,刺激,2019年8月6日,2,688001,刺激
4715,8261,什么情况,2019年9月16日,0,688001,情况
4716,8017,今天要见45，极限见40,2019年9月30日,0,688001,今天 见 极限 见
4717,13006,科创板“打新”第一签：华兴源创，估值有多高？,2019年6月25日,0,688001,科创板 打新 第一 签 估值 高
4718,2170,华兴源创：融资净偿还30.84万元，融资余额7620.84万元（09-15）,2020年9月16日,2,688001,融资 净 偿还 万元 融资 余额 万元
4719,12824,问一个简单的问题，看有没有人算出来，来来秀智商,2019年6月27日,0,688001,问 一个 简单 问题 有没有 人算 来来秀 智商
4720,7588,这公司要技术没技术，要规模没规模，都不知道怎么这么多人买，劝都劝不住，主要客户是,2019年11月5日,0,688001,公司 技术 没 技术 规模 没 规模 都 知道 多人 买 劝 都 劝 不住 主要 客户
4721,3029,缺口必补，大A特色,2020年6月22日,2,688001,缺口 必补 特色
4722,5317,大笔买入！要涨停啊,2020年1月21日,2,688001,大笔 买入 涨停
4723,9011,华兴源创(688001)融资融券信息(08-16),2019年8月17日,2,688001,融资 融券 信息
4724,588,暴涨启动,2021年7月22日,2,688001,暴涨 启动
4725,7889,华兴源创(688001)融资融券信息(10-15),2019年10月16日,2,688001,融资 融券 信息
4726,2398,华兴源创：融资净买入165.16万元，融资余额9198.3万元（07-30）,2020年7月31日,2,688001,融资 净 买入 万元 融资 余额 万元
4727,1529,华兴源创：主力资金连续3天净流出累计243.13万元（12-17）,2020年12月17日,2,688001,主力 资金 连续 天净 流出 累计 万元
4728,3101,底部红三兵，明天54见！！！,2020年6月19日,0,688001,底部 红三兵 明天 见
4729,6670,叫融券的怎么活,2019年12月10日,0,688001,融券 活
4730,11152,这要是被套，得多久可以解开？,2019年7月22日,0,688001,被套 多久 解开
4731,2159,定增价格已经定了的，哪里需要压什么盘，拉起来了吧,2020年9月17日,0,688001,定增 价格 已经 定 需要 压 盘 拉 起来
4732,1855,华兴源创：主力资金净流入339.69万元，净占比4.55%（11-03）,2020年11月3日,2,688001,主力 资金 净流入 万元 净 占
4733,2284,华兴源创(688001)融资融券信息(08-24),2020年8月25日,2,688001,融资 融券 信息
4734,7957,华兴源创：连续4日融资净偿还累计571.36万元（10-09）,2019年10月10日,2,688001,连续 日 融资 净 偿还 累计 万元
4735,9208,成交量那么大？？还有16万手的,2019年8月12日,0,688001,成交量 万手
4736,9199,明日跌停～,2019年8月12日,2,688001,明日 跌停
4737,12246,什么时候围观,2019年6月29日,2,688001,时候 围观
4738,6381,接盘都是打撒瓜,2019年12月11日,0,688001,接盘 都 打撒瓜
4739,12733,已申 望中,2019年6月27日,2,688001,已申 中
4740,12957,相信市场的力量[拜神],2019年6月26日,2,688001,相信 市场 力量 拜神
4741,5519,不蒸馒头争口气，哈哈，终于尼玛要回本了，眼瞅着中微公司翻翻，硬是拿着这个货等重组,2020年1月16日,0,688001,不蒸 馒头 争口气 终于 尼玛 回本 眼瞅 翻翻 硬是 货等 重组
4742,8801,一会跌停，杀杀杀,2019年8月23日,0,688001,一会 跌停 杀 杀 杀
4743,8872,赚几个亿的人已跑了。,2019年8月21日,0,688001,赚 几个 亿 跑
4744,11536,提醒开鱼冲商就清仓，商拋低吸,2019年7月21日,0,688001,提醒 开鱼 冲商 清仓 商 拋低 吸
4745,989,十分钟没有10笔交易，破股,2021年4月22日,0,688001,十分钟 没有 笔 交易 破股
4746,1621,看看人家688002,2020年12月7日,0,688001,看看
4747,5773,果然下午跌,2019年12月30日,0,688001,下午 跌
4748,196,调研个毛，鸡狗问:文源兄你有芯片吗？文源:没有，正在搞，,2021年9月9日,0,688001,调研 毛 鸡狗 问 文源 兄 芯片 文源 没有 正在 搞
4749,12836,拜財神，求中签；,2019年6月27日,2,688001,拜 財神 求中 签
4750,11544,怪!科创板申购一股未中,2019年7月21日,0,688001,怪 科创板 申购 一股 未中
4751,5688,快点进场，下午要大涨了,2020年1月6日,2,688001,快点 进场 下午 大涨
4752,13146,市盈率47倍发行。是不是太高了,2019年6月21日,0,688001,市盈率 倍 发行 是不是 太高
4753,12803,估值太高了,2019年6月27日,0,688001,估值 太高
4754,5737,科创板的个股就只有你贷款了，其他公司银行都不愿意贷款，所以没涨多少啦，只能有跌的,2020年1月2日,0,688001,科创板 个股 贷款 公司 银行 都 愿意 贷款 没涨 只能 跌
4755,781,突破形态，我想在37买一成仓，能买到吗,2021年5月31日,2,688001,突破 形态 想 买 一成 仓 买
4756,4254,暴发上升开始启动。静心以待！,2020年3月28日,2,688001,暴发 上升 开始 启动 静心 以待
4757,10802,大家坐稳了，本次拉升目标20倍,2019年7月24日,2,688001,大家 坐稳 本次 拉升 目标 倍
4758,1598,分时图上看到都是千手大卖单怎么统计数据是大单净买入,2020年12月9日,0,688001,分时图 看到 都 千手 大卖单 统计数据 单净 买入
4759,12344,我的是9191 意头很好 可惜没中,2019年6月28日,2,688001,意头 可惜 没 中
4760,2183,科创第一SB股，第一个出场。原来是过来砸场子的。,2020年9月10日,0,688001,科创 第一 股 第一个 出场 原来 过来 砸 场子
4761,9853,感谢主力给我机会,2019年8月5日,2,688001,感谢 主力 机会
4762,7009,科创板首例重大资产重组：华兴源创拟11.5亿元收购欧立通,2019年12月7日,2,688001,科创板 首例 重大 资产重组 拟 亿元 收购 欧立通
4763,10334,"每天看盘太累了,现在开始一周看一次,一月看一次,看看到下月是什么价格？反正大盘一",2019年7月31日,2,688001,每天 看盘 太累 现在 开始 一周 一次 一月 一次 看看 月 价格 反正 大盘
4764,10371,这个成交单位是股而不是手对吗？,2019年7月31日,0,688001,成交 单位 手对
4765,12993,发行市盈率不到40倍！科创板第一股“华兴源创”披露发行价格,2019年6月25日,0,688001,发行 市盈率 不到 倍 科创板 第一股 披露 发行 价格
4766,10656,好股,2019年7月25日,2,688001,好股
4767,11589,科创板开户数已达380余万传统“炒新”手法风险大,2019年7月19日,0,688001,科创板 开户数 已达 余万 传统 炒 新 手法 风险
4768,12533,"华兴源创中签率0.058%,和主析差不多，大家散了吧",2019年6月28日,0,688001,中签率 主析 差不多 大家 散
4769,7818,你就不能发个业绩预报？,2019年10月18日,0,688001,不能 发个 业绩 预报
4770,4708,解读：龙头300106突然暴涨与华兴源创啥关系？,2020年3月2日,0,688001,解读 龙头 突然 暴涨 关系
4771,8582,昨天也就是8.29日科创板股票688001融券还股112934股，可见科创板融券,2019年8月30日,0,688001,昨天 日科 创板 股票 融券 还股 科创板 融券
4772,982,688001:华兴源创:关于公司募集资金存放与实际使用情况的专项报告,2021年4月22日,2,688001,公司 募集 资金 存放 实际 使用 情况 专项 报告
4773,11160,神坑小散,2019年7月22日,0,688001,神坑 小散
4774,411,不能碰的垃圾,2021年8月11日,0,688001,不能 碰 垃圾
4775,11557,炒作科创板要摆脱市盈率束缚，努力炒作，001股价赶超茅台,2019年7月20日,0,688001,炒作 科创板 摆脱 市盈率 束缚 努力 炒作 股价 赶超 茅台
4776,6148,龙虎还不错，两家独大。哈哈,2019年12月13日,2,688001,龙虎 不错 两家 独
4777,112,跌是跌不下去了，关键也没啥利好，也涨不上去。。,2021年9月26日,0,688001,跌 跌 下去 关键 没 利好 涨 上去
4778,247,明天必大涨！！！今天37进的有肉吃。。。,2021年9月2日,2,688001,明天 必 大涨 今天 进 肉 吃
4779,12596,9373中,2019年6月27日,2,688001,中
4780,7028,今天发哪么多贴子，意思要有关部门保护好股民的利益，在这里我还要奉劝哪些要重组或者,2019年12月7日,0,688001,今天 发 哪么多 贴子 意思 部门 保护 股民 利益 奉劝 重组
4781,4475,美股熔断，A股自求多福吧，空仓为好,2020年3月13日,0,688001,美股 熔断 股 自求多福 空仓
4782,8075,再过一年说不定9元,2019年9月26日,0,688001,一年 说不定 元
4783,9195,低点出现了，买了搏大反攻[赚大了][赚大了][赚大了][赚大了][赚大了],2019年8月12日,0,688001,低点 出现 买 搏大 反攻 赚大 赚大 赚大 赚大 赚大
4784,7941,稍微拉一下，8000万。按照今天行情，这都不算拉。明天继续跌吧。,2019年10月10日,0,688001,稍微 拉 一下 万 今天 行情 都 不算 拉 明天 继续 跌
4785,5873,华兴源创：科创板第一股的“冠军梦”,2019年12月25日,2,688001,科创板 第一股 冠军 梦
4786,4457,哥们，你涨涨啊,2020年3月12日,0,688001,哥们 涨涨
4787,6629,华兴源创两天涨幅40%，科创板的票赶上了东风，短期是真的暴利，一天顶别人两天，完,2019年12月10日,0,688001,两天 涨幅 科创板 票 赶上 东风 短期 真的 暴利 一天 顶 两天 完
4788,12287,我提出了一个问题。,2019年6月28日,0,688001,提出 一个 问题
4789,4612,688001:华兴源创第一届董事会第十四次会议决议公告,2020年3月8日,2,688001,第一届 董事会 第十四次 会议 决议 公告
4790,6838,尾盘都没人卖、都在珍惜筹码、明天继续涨停！说明今天已经有多路机构参与其中,2019年12月9日,0,688001,尾盘 都 没人卖 都 珍惜 筹码 明天 继续 涨停 说明 今天 已经 多路 机构 参与
4791,4059,你这九日的，看看人家688008；你还有脸么,2020年4月17日,0,688001,九日 看看 脸
4792,4825,很强势，庄很厉害,2020年2月25日,2,688001,强势 庄 厉害
4793,12610,3224993 15我的心好乱,2019年6月27日,2,688001,心好 乱
4794,5842,华兴源创(688001)融资融券信息(12-25),2019年12月26日,2,688001,融资 融券 信息
4795,10875,国家第一板，不会不管的,2019年7月23日,2,688001,国家 第一 板 不会
4796,2121,快大家一起砸套死这垃圾庄,2020年9月18日,0,688001,快 大家 一起 砸 套 死 垃圾 庄
4797,3453,5月29日，财政部、税务总局发布关于集成电路设计企业和软件企业2019年度企业所,2020年5月31日,2,688001,月 日 财政部 税务总局 发布 集成电路 设计 企业 软件 企业 年度 企业
4798,3725,开盘43元以上全部卖出,2020年5月18日,0,688001,开盘 元 全部 卖出
4799,8721,这么多卖的，都挣了钱了吗？,2019年8月26日,0,688001,多卖 都 挣了钱
4800,12732,科创板打新第一弹，你想知道的都在这里！,2019年6月27日,2,688001,科创板 打 新 第一 弹 想 知道 都
4801,13343,稀缺性稍缺 华兴源创百亿估值发行待考,2019年6月18日,0,688001,稀缺性 稍缺 百亿 估值 发行 待考
4802,8587,华兴是华为的兄弟吗？,2019年8月30日,0,688001,华兴 华为 兄弟
4803,7802,终于去做了一次科创板板块第一名擦,2019年10月21日,2,688001,终于 做 一次 科创板 板块 第一名 擦
4804,3791,688001:华兴源创《关于苏州华兴源创科技股份有限公司发行股份及支付现金购买资产并募集配套资金申请文件的审核问询函》之问询回复的公告,2020年5月13日,1,688001,苏州 科技股份 有限公司 发行 股份 支付现金 购买 资产 募集 配套 资金 申请 文件 审核 问询 函 问询 回复 公告
4805,12437,什么时候知道是否中签？今晚吗,2019年6月28日,0,688001,时候 知道 是否 中签 今晚
4806,8320,看来55.84是个坎，发死[大笑],2019年9月11日,0,688001,看来 坎 发死 大笑
4807,8412,67啦，我走了,2019年9月6日,2,688001,走
4808,5504,哈哈哈哈，本人选的股不会差[胜利][拜神][拜神],2020年1月17日,2,688001,哈哈哈哈 人选 不会 差 胜利 拜神 拜神
4809,12090,上市首日大涨33%，第二天跌15%，第三天跌15%,2019年6月30日,1,688001,上市 首日 大涨 第二天 跌 第三天 跌
4810,9093,华兴源创：连续4日融资净偿还累计3747.49万元（08-14）,2019年8月15日,2,688001,连续 日 融资 净 偿还 累计 万元
4811,11912,华兴源创投资者弃购6829股,2019年7月3日,0,688001,投资者 弃购
4812,4695,涨幅和量能不够，加油！！！,2020年3月2日,2,688001,涨幅 和量 不够 加油
4813,5852,董事长大肆宣传，庄家不高兴了,2019年12月25日,0,688001,董事长 大肆宣传 庄家 高兴
4814,5343,五日线上大长腿，任凭空狗狂怒乱吼，昧着良心说话，我自不怕,2020年1月20日,2,688001,五日 线上 大长 腿 凭空 狗 狂怒 乱吼 昧着良心 说话
4815,3045,把我洗出来了，加油上吧,2020年6月22日,2,688001,洗出来 加油
4816,3788,688001:华兴源创关于发行股份及支付现金购买资产并募集配套暨关联交易资金报告书(草案)修订说明的公告,2020年5月13日,2,688001,发行 股份 支付现金 购买 资产 募集 配套 暨 关联 交易 资金 报告书 草案 修订 说明 公告
4817,9169,今天被这垃圾套了[哭],2019年8月13日,0,688001,今天 垃圾 套 哭
4818,8356,啥时候你能真正成为1,2019年9月10日,0,688001,啥时候 真正 成为
4819,10521,为了亿万富翁的目标，前进……,2019年7月27日,2,688001,亿万富翁 目标 前进
4820,5616,华兴源创(688001)融资融券信息(01-09),2020年1月10日,2,688001,融资 融券 信息
4821,3172,看走势今天必将暴跌了，已经没有希望,2020年6月16日,0,688001,走势 今天 必将 暴跌 已经 没有 希望
4822,10460,明天10点涨百分之20,2019年7月29日,0,688001,明天 点涨 百分之
4823,4813,华兴源创：连续3日融资净买入累计1136.18万元（02-25）,2020年2月26日,2,688001,连续 日 融资 净 买入 累计 万元
4824,12308,会不会出三位数314,2019年6月28日,0,688001,会 不会 出 三位数
4825,10552,跌一次买一次，小跌小买，大跌大买。只进不出，等待强势反弹。，,2019年7月26日,0,688001,跌 一次 买 一次 小跌 小买 大跌 大买 进不出 等待 强势 反弹
4826,6032,688357[财力][财力],2019年12月18日,2,688001,财力 财力
4827,303,估计张不起来了,2021年8月24日,0,688001,估计 张 起来
4828,2882,月线即将金叉，上车的时间不多了！,2020年7月1日,2,688001,月线 即将 金叉 上车 时间 不多
4829,8593,001应该给沃尔德福光股份，你没有资格被任命001因为你让大家太过于失望，今天还,2019年8月29日,0,688001,应该 没有 资格 任命 大家 太 过于 失望 今天
4830,5952,全仓杀入华星创源,2019年12月20日,2,688001,全仓 杀入 华星 创源
4831,4267,每天高开；没有看到你红过,2020年3月27日,0,688001,每天 高开 没有 看到 红过
4832,11790,7日22日25家同时上市，这么多公司一起上，华兴源创估计沒多少去买，开盘不会太高,2019年7月5日,2,688001,日 日 家 上市 公司 一起 估计 沒 买 开盘 不会 太高
4833,1546,华兴源创：连续4日融资净偿还累计88.09万元（12-15）,2020年12月16日,2,688001,连续 日 融资 净 偿还 累计 万元
4834,6261,明天低开杀入！,2019年12月12日,0,688001,明天 低开 杀入
4835,9010,现在科创板股票的股价好比当年的上市中石油的股价,2019年8月17日,0,688001,现在 科创板 股票 股价 好比 当年 上市 中 石油 股价
4836,9756,补涨到80元应该没问题,2019年8月6日,0,688001,补涨 元 应该 没 问题
4837,6124,又变着法子来骗钱。,2019年12月15日,0,688001,变着法 子来 骗钱
4838,12576,启动回拨机制 华兴源创最终中签率达0.06%,2019年6月28日,1,688001,启动 回拨 机制 最终 中签率 达
4839,6090,华兴源创：融资净买入1900.47万元，融资余额9857.47万元（12-16）,2019年12月17日,2,688001,融资 净 买入 万元 融资 余额 万元
4840,6557,科创板是超越者还是接力者？,2019年12月10日,0,688001,科创板 超越者 接力
4841,11052,中奖500早上58走了200收盘时价又走了200.剩100股留着当记号。各位老铁,2019年7月22日,0,688001,中奖 早上 走 收盘 时价 走 剩 股留 记号 老铁
4842,12087,记者观察：高报价“搭便车”为数众多 科创板询价博弈偏激进,2019年6月30日,1,688001,记者 观察 高 报价 搭便车 为数众多 科创板 询价 博弈 偏激 进
4843,4405,这股涨起来有反复，所以不怕上不了车，可这股跌下来一根直线，高抛低吸才能赚钱,2020年3月19日,0,688001,涨起来 反复 不了 车 这股 跌下来 一根 直线 高抛低吸 赚钱
4844,2481,华兴源创(688001)融资融券信息(07-21),2020年7月22日,2,688001,融资 融券 信息
4845,272,这里的散户好像都是无知儿，连简单的财报都不会看，我也是醉了，我之所以被套，也是为,2021年8月26日,0,688001,散户 好像 都 无知 简单 财报 都 不会 醉 被套
4846,12218,刚才打电话给公司0512一88168816(八格呀噜，八格呀噜)询问中签率一出耒,2019年6月29日,2,688001,刚才 打电话 公司 八格 噜 八格 噜 询问 中签率 一出 耒
4847,9174,30左右可以买点玩玩,2019年8月13日,2,688001,左右 买点 玩玩
4848,5472,雄起，科创001,2020年1月17日,2,688001,雄起 科创
4849,7230,65的成本，想哭,2019年11月22日,0,688001,成本 想 哭
4850,10082,跑了，大赚100多万。,2019年8月1日,0,688001,跑 赚 多万
4851,12225,机构“围猎”科创板 公募基金或成最大赢家,2019年6月29日,0,688001,机构 围猎 科创板 公募 基金 或成 最大 赢家
4852,825,688001:华兴源创:第二届监事会第二次会议决议公告,2021年5月18日,2,688001,第二届 监事会 第二次 会议 决议 公告
4853,1422,华兴源创(688001)融资融券信息(12-30),2020年12月31日,2,688001,融资 融券 信息
4854,12825,24.26怎么来？华兴源创报价“分毫必较” 有机构超1分被淘汰！,2019年7月4日,0,688001,报价 分毫 必较 机构 超 分 淘汰
